# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
91.955,1053.3,32.089,0.049915,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
92.455,1037.2,32.064,0.049722,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
92.955,1021.2,32.04,0.049529,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
93.455,1005.2,32.015,0.049338,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
93.955,989.24,31.99,0.049148,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
94.455,973.27,31.966,0.04959,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
94.955,957.3,31.941,0.05014,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
95.455,941.35,31.916,0.05046,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
95.955,925.41,31.89,0.05062,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
96.455,909.49,31.865,0.050668,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
96.955,893.57,31.84,0.050641,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
97.455,877.67,31.815,0.05056,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
97.955,861.78,31.789,0.050444,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
98.455,845.91,31.764,0.050303,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
98.955,830.05,31.739,0.050145,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
99.455,814.19,31.714,0.049976,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
99.955,798.36,31.689,0.0498,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
100.46,782.53,31.664,0.049619,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
100.96,766.72,31.639,0.049435,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
101.46,750.92,31.614,0.049249,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
101.96,735.13,31.59,0.049063,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
102.46,719.35,31.565,0.048877,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
102.96,703.59,31.541,0.048691,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
103.46,687.83,31.516,0.048506,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
103.96,672.09,31.492,0.048321,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
104.46,656.37,31.468,0.048138,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
104.96,640.65,31.444,0.047955,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
105.46,624.95,31.42,0.047773,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
105.96,609.25,31.396,0.047593,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
106.46,593.57,31.372,0.047413,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
106.96,577.91,31.349,0.047235,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
107.46,562.25,31.325,0.047058,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
107.96,546.6,31.301,0.046882,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
108.46,530.97,31.278,0.046706,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
108.96,515.35,31.255,0.046533,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
109.46,499.74,31.231,0.04636,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
109.96,484.14,31.208,0.046203,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
110.46,468.55,31.185,0.046919,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
110.96,452.98,31.162,0.047352,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
111.46,437.42,31.138,0.047592,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
111.96,421.87,31.114,0.047698,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
112.46,406.33,31.09,0.047713,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
112.96,390.8,31.066,0.047667,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
113.46,375.28,31.043,0.047578,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
113.96,359.78,31.019,0.047461,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
114.46,344.29,30.995,0.047324,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
114.96,328.81,30.971,0.047175,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
115.46,313.34,30.948,0.047017,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
115.96,297.88,30.924,0.046854,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
116.46,282.44,30.901,0.046687,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
116.96,267.01,30.878,0.046519,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
117.46,251.59,30.854,0.046349,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
117.96,236.18,30.831,0.04618,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
118.46,220.78,30.808,0.04601,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
118.96,205.39,30.785,0.045841,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
119.46,190.02,30.762,0.045672,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
119.96,174.65,30.739,0.045504,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
120.46,159.3,30.717,0.045337,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
120.96,143.96,30.694,0.045171,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=120.96 seconds
121.46,128.63,30.671,0.045006,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.46,128.54,30.649,176.4,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.46,128.45,30.149,170.38,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.46,128.36,29.649,164.45,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.47,128.27,29.149,158.63,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.47,128.18,28.649,152.9,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.47,128.09,28.149,147.27,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.48,127.99,27.649,141.74,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.48,127.89,27.149,136.31,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.49,127.79,26.649,130.98,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.49,127.69,26.149,125.75,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.49,127.58,25.649,120.62,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.5,127.47,25.149,115.59,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.5,127.36,24.649,110.65,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.51,127.25,24.149,105.82,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.51,127.13,23.649,101.08,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.52,127.02,23.149,96.441,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.52,126.89,22.649,91.903,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.53,126.77,22.149,87.463,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.53,126.64,21.649,83.123,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.54,126.51,21.149,78.882,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.55,126.37,20.649,74.739,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.55,126.23,20.149,70.696,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.56,126.09,19.649,66.752,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.57,125.93,19.149,62.907,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.58,125.78,18.649,59.161,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.59,125.62,18.149,55.514,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.6,125.45,17.649,51.966,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.61,125.28,17.149,48.518,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.62,125.1,16.649,45.168,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.63,124.91,16.149,41.917,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.64,124.71,15.649,38.766,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.66,124.5,15.149,35.713,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.67,124.28,14.649,32.76,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.69,124.05,14.149,29.905,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.71,123.8,13.649,27.15,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.73,123.54,13.149,24.494,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.75,123.25,12.649,21.937,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.78,122.95,12.149,19.479,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.81,122.62,11.649,17.12,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.84,122.25,11.149,14.86,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.88,121.84,10.649,12.699,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.93,121.37,10.149,10.637,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
121.98,120.83,9.6488,8.6747,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
122.06,120.18,9.1488,6.8113,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
122.16,119.35,8.6488,5.047,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
122.3,118.18,8.1488,3.3819,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
122.58,116.14,7.6488,1.8161,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
123.08,112.61,7.1488,0.35006,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
123.58,109.11,6.9737,0.13727,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
124.08,105.59,7.0424,0.056959,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
124.58,102.08,7.0139,0.0193,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
125.08,98.573,7.0235,0.010851,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
125.58,95.064,7.0181,0.0010511,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
126.08,91.555,7.0186,0.0036508,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
126.58,88.047,7.0168,0.0017892,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
127.08,84.54,7.0159,0.0025231,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
127.58,81.032,7.0147,0.0022299,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
128.08,77.526,7.0136,0.0023434,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
128.58,74.02,7.0124,0.0022958,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
129.08,70.515,7.0112,0.002312,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
129.58,67.01,7.0101,0.002303,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
130.08,63.506,7.0089,0.0023039,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
130.58,60.002,7.0078,0.0023009,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
131.08,56.499,7.0066,0.0022995,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
131.58,52.997,7.0055,0.0022974,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
132.08,49.495,7.0043,0.0022956,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
132.58,45.994,7.0032,0.0022937,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
133.08,42.493,7.002,0.0022918,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
133.58,38.993,7.0009,0.00229,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
134.08,35.493,6.9997,0.0022881,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
134.58,31.994,6.9986,0.0022862,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
135.08,28.496,6.9975,0.0022844,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
135.58,24.998,6.9963,0.0022825,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
136.08,21.5,6.9952,0.0022807,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
136.58,18.004,6.994,0.0022788,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
137.08,14.508,6.9929,0.002277,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
137.58,11.012,6.9917,0.0022751,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
138.08,7.517,6.9906,0.0022733,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
138.58,4.0225,6.9895,0.0022714,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
139.08,0.52865,6.9883,0.0022696,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
# Event GROUND_HIT occurred at t=139.58 seconds
# Event SIMULATION_END occurred at t=139.58 seconds
139.58,-2.9647,6.9872,0.0022678,747.23,0.0045632,NaN,NaN,NaN,NaN,27.093,NaN,NaN,NaN,NaN,0,NaN,NaN,0
